id,age,sexe,nivetud,poids,occup,qualif,freres_soeurs,clso,relig,trav_imp,trav_satisf,hard_rock,lecture_bd,peche_chasse,cuisine,bricol,cinema,sport,heures_tv
1008,48,Homme,1er cycle,4418.0140552,Exerce une profession,Ouvrier specialise,2,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Oui,4
1009,39,Homme,1er cycle,7324.0896911,Exerce une profession,Ouvrier qualifie,7,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Oui,Oui,Non,Non,Non,2
1010,43,Homme,Enseignement technique ou professionnel court,2259.5771921,Exerce une profession,Autre,7,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,2
1011,57,Femme,Derniere annee d'etudes primaires,4698.3477934,Au foyer,Ouvrier specialise,18,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,0
1012,31,Femme,Enseignement superieur y compris technique superieur,4776.0228386,Exerce une profession,Employe,3,Non,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,3
1013,82,Femme,Enseignement technique ou professionnel court,656.80392031,Au foyer,Employe,3,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,2
1014,40,Homme,Enseignement superieur y compris technique superieur,2321.9373242,Exerce une profession,Technicien,7,Non,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Oui,Non,Non,0.3
1015,48,Femme,2eme cycle,770.68482189,Exerce une profession,Employe,11,Non,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,2
1016,64,Femme,N'a jamais fait d'etudes,4457.9778738,Retraite,Employe,3,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
1017,53,Homme,Derniere annee d'etudes primaires,9721.7330941,Exerce une profession,Ouvrier specialise,8,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,3
1018,54,Homme,Enseignement technique ou professionnel court,739.19859252,Exerce une profession,Ouvrier qualifie,2,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Non,2
1019,33,Homme,Enseignement technique ou professionnel long,2165.6704065,Exerce une profession,Cadre,5,Oui,Pratiquant occasionnel,Le plus important,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,0
1020,28,Homme,Enseignement technique ou professionnel long,14830.583829,Exerce une profession,Technicien,1,Non,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Non,Non,Non,3
1021,33,Homme,Enseignement technique ou professionnel court,9077.4842293,Exerce une profession,Employe,4,Non,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Non,Oui,Non,Non,Oui,4
1022,62,Homme,1er cycle,2373.9507896,Retraite,Ouvrier qualifie,1,Oui,NSP ou NVPR,NA,NA,Non,Non,Non,Non,Oui,Non,Oui,2
1023,20,Femme,Enseignement technique ou professionnel court,4357.1668861,Exerce une profession,Employe,2,Non,Ni croyance ni appartenance,Peu important,Insatisfaction,Non,Non,Non,Non,Non,Non,Oui,0
1024,57,Femme,Derniere annee d'etudes primaires,2868.290299,Retire des affaires,NA,7,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
1025,68,Femme,Derniere annee d'etudes primaires,7060.6674954,Retire des affaires,NA,2,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Non,6
1026,35,Homme,Enseignement technique ou professionnel court,10938.535528,Exerce une profession,Ouvrier qualifie,0,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Oui,3
1027,59,Homme,Enseignement superieur y compris technique superieur,7660.7732216,Exerce une profession,NA,6,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Oui,Oui,Non,Oui,Non,Non,1
1028,60,Homme,Derniere annee d'etudes primaires,13470.767593,Retire des affaires,NA,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Oui,Oui,Non,2
1029,31,Femme,Enseignement superieur y compris technique superieur,3298.970744,Exerce une profession,Employe,2,Oui,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,0
1030,53,Homme,1er cycle,5393.7502144,Exerce une profession,Technicien,5,Oui,Appartenance sans pratique,Peu important,Insatisfaction,Non,Non,Non,Non,Non,Non,Oui,2
1031,53,Homme,2eme cycle,2438.2638831,Exerce une profession,Cadre,0,Non,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Non,Non,Oui,0
1032,63,Homme,1er cycle,11739.710307,Retire des affaires,NA,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Oui,Non,Oui,Non,Oui,0
1033,46,Homme,Enseignement technique ou professionnel court,571.83882483,Exerce une profession,Ouvrier qualifie,4,Oui,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Oui,Non,Oui,Oui,Non,3
1034,75,Femme,Derniere annee d'etudes primaires,2381.0340513,Retraite,Ouvrier qualifie,9,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,2
1035,61,Femme,Enseignement superieur y compris technique superieur,7048.2606267,Retraite,Profession intermediaire,0,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,1
1036,32,Homme,Enseignement technique ou professionnel court,697.07077059,Exerce une profession,Employe,3,Non,Rejet,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Non,2
1037,32,Femme,Enseignement technique ou professionnel court,1191.8164087,Exerce une profession,Employe,0,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,2
1038,53,Femme,1er cycle,4982.979117,Exerce une profession,Technicien,1,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,1
1039,39,Femme,Enseignement superieur y compris technique superieur,658.85681237,Exerce une profession,Cadre,1,Non,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,2
1040,50,Femme,Enseignement superieur y compris technique superieur,3228.1151187,Chomeur,Employe,7,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,1
1041,34,Homme,Enseignement technique ou professionnel court,18081.126069,Exerce une profession,Ouvrier specialise,6,Non,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Oui,Non,Non,Oui,Oui,1
1042,20,Homme,NA,9262.3767415,"Etudiant, eleve",NA,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,0.4
1043,42,Femme,2eme cycle,3561.1359598,Exerce une profession,Employe,2,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Oui,2
1044,48,Femme,Enseignement superieur y compris technique superieur,3526.6171,Au foyer,Cadre,4,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Oui,Oui,Non,0.3
1045,42,Femme,2eme cycle,3279.7343928,Exerce une profession,Profession intermediaire,0,Non,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,0
1046,27,Femme,Enseignement technique ou professionnel long,10033.084494,Exerce une profession,Employe,8,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Non,0
1047,31,Femme,Enseignement technique ou professionnel court,1282.8463518,Exerce une profession,Ouvrier qualifie,2,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Oui,2
1048,55,Homme,Enseignement technique ou professionnel court,6626.0898436,Exerce une profession,Profession intermediaire,5,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Non,3
1049,59,Femme,Derniere annee d'etudes primaires,2756.8823604,Au foyer,Ouvrier specialise,1,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,3
1050,63,Femme,Enseignement technique ou professionnel court,3748.4882321,Retraite,Employe,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Oui,Non,0
1051,56,Femme,Enseignement technique ou professionnel court,3936.5786267,Autre inactif,Employe,5,Oui,Rejet,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
1052,19,Femme,NA,4680.8402679,"Etudiant, eleve",NA,7,Ne sait pas,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,0.6
1053,62,Femme,Derniere annee d'etudes primaires,7239.4028347,Retraite,Employe,5,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1054,46,Femme,1er cycle,945.73992928,Exerce une profession,Ouvrier specialise,7,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Non,Non,0
1055,79,Femme,1er cycle,2134.4500566,Retraite,Employe,1,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,3
1056,19,Homme,NA,12082.016281,"Etudiant, eleve",NA,1,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,3
1057,34,Homme,Enseignement superieur y compris technique superieur,19258.246745,Exerce une profession,NA,1,Oui,Rejet,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,1
1058,38,Femme,1er cycle,568.19342183,Exerce une profession,Employe,7,Non,NSP ou NVPR,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,1.4
1059,81,Femme,2eme cycle,7624.3122903,Retraite,Employe,1,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1060,51,Femme,2eme cycle,2953.050574,Exerce une profession,Employe,1,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,2
1061,57,Homme,Enseignement technique ou professionnel court,6161.3253942,Autre inactif,NA,2,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
1062,36,Homme,Enseignement technique ou professionnel long,4935.8474513,Exerce une profession,Cadre,1,Non,Ni croyance ni appartenance,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Oui,1
1063,31,Homme,Enseignement superieur y compris technique superieur,19716.098131,Exerce une profession,Cadre,1,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,0.9
1064,43,Femme,1er cycle,3678.8555042,Au foyer,Employe,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Oui,Non,4
1065,77,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",13379.349017,Retire des affaires,NA,1,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Non,6
1066,28,Homme,Enseignement technique ou professionnel court,5772.6986891,Exerce une profession,Employe,1,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Oui,Oui,Oui,Non,Non,3
1067,46,Homme,Enseignement technique ou professionnel court,186.48657159,Exerce une profession,Technicien,2,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Oui,Oui,Oui,Non,Non,2
1068,46,Femme,2eme cycle,18223.966086,Exerce une profession,NA,10,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Non,2
1069,33,Homme,Enseignement technique ou professionnel court,4724.4051267,Chomeur,Ouvrier specialise,3,Oui,Appartenance sans pratique,NA,NA,Non,Non,Oui,Oui,Non,Oui,Non,3
1070,45,Femme,Enseignement technique ou professionnel court,4635.5141375,Exerce une profession,Employe,1,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Non,Non,2
1071,61,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",11744.223248,Retraite,Employe,3,Non,Pratiquant occasionnel,NA,NA,Non,Non,Oui,Oui,Non,Non,Oui,2
1072,56,Femme,Enseignement superieur y compris technique superieur,1734.2617587,Exerce une profession,Employe,2,Oui,Pratiquant regulier,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Oui,2
1073,80,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",8897.0089547,Retire des affaires,NA,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1074,45,Homme,Enseignement technique ou professionnel court,2554.1793325,Exerce une profession,NA,4,Non,Pratiquant occasionnel,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,2
1075,68,Homme,Derniere annee d'etudes primaires,10818.874211,Retraite,Ouvrier qualifie,9,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Non,Non,Non,10
1076,60,Homme,Enseignement technique ou professionnel court,447.94658916,Retraite,Technicien,7,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Non,Oui,Non,Non,2
1077,19,Homme,NA,11433.020242,"Etudiant, eleve",NA,0,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,1
1078,33,Femme,Enseignement superieur y compris technique superieur,1484.9082941,Exerce une profession,Autre,2,Non,Pratiquant regulier,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Non,3
1079,69,Femme,2eme cycle,5881.4207028,Retraite,Profession intermediaire,6,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,0
1080,55,Homme,Enseignement technique ou professionnel court,236.28395128,Exerce une profession,Profession intermediaire,1,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,4
1081,72,Homme,Enseignement superieur y compris technique superieur,2099.0766831,Retraite,Cadre,0,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Oui,3
1082,56,Femme,2eme cycle,6586.1297562,Exerce une profession,Cadre,2,Non,Pratiquant occasionnel,Le plus important,Satisfaction,Non,Non,Non,Oui,Non,Oui,Non,1
1083,81,Homme,N'a jamais fait d'etudes,578.76913025,Retraite,Profession intermediaire,5,Non,Rejet,NA,NA,Non,Non,Non,Non,Non,Non,Non,6
1084,69,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",1083.2338334,Retraite,Ouvrier specialise,7,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,6
1085,69,Femme,Enseignement technique ou professionnel court,14473.342719,Retire des affaires,Ouvrier qualifie,1,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,1
1086,80,Homme,N'a jamais fait d'etudes,2430.4771871,Retraite,Ouvrier qualifie,14,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,0
1087,59,Homme,Enseignement technique ou professionnel court,9710.2219334,Retraite,Technicien,4,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Oui,Non,Non,Oui,Non,3
1088,31,Femme,Enseignement superieur y compris technique superieur,9649.0426597,Exerce une profession,Employe,4,Oui,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,1
1089,68,Homme,1er cycle,10450.286455,Retire des affaires,NA,3,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1090,53,Femme,Derniere annee d'etudes primaires,1804.0700115,Au foyer,Employe,3,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Oui,4
1091,50,Femme,Derniere annee d'etudes primaires,1246.4077936,Au foyer,NA,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1092,29,Femme,Enseignement technique ou professionnel long,5087.1315337,Exerce une profession,Profession intermediaire,1,Oui,Pratiquant occasionnel,Moins important que le reste,Insatisfaction,Non,Non,Non,Oui,Non,Non,Oui,0
1093,59,Femme,Derniere annee d'etudes primaires,1356.8151515,Exerce une profession,Employe,7,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Non,2
1094,30,Femme,1er cycle,1381.9028706,Chomeur,Employe,1,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,6
1095,57,Femme,Derniere annee d'etudes primaires,2094.2390768,Chomeur,Employe,6,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,3
1096,76,Homme,1er cycle,2894.1641368,Retraite,Ouvrier qualifie,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1097,49,Homme,Enseignement technique ou professionnel court,10159.455262,Exerce une profession,NA,4,Non,Ni croyance ni appartenance,Aussi important que le reste,Insatisfaction,Non,Non,Non,Non,Oui,Non,Non,3
1098,39,Femme,Enseignement superieur y compris technique superieur,6328.4889504,Exerce une profession,Profession intermediaire,1,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Oui,0.4
1099,27,Femme,NA,7627.150659,"Etudiant, eleve",NA,5,Non,Pratiquant regulier,NA,NA,Non,Non,Oui,Oui,Non,Oui,Oui,0.7
1100,24,Femme,Enseignement technique ou professionnel long,8333.0745852,Exerce une profession,Employe,2,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,1
1101,44,Femme,Enseignement technique ou professionnel long,2663.3712202,Exerce une profession,Cadre,1,Non,Rejet,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,0
1102,55,Femme,Enseignement superieur y compris technique superieur,8439.8097668,Exerce une profession,Employe,2,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Non,1.7
1103,37,Femme,Enseignement superieur y compris technique superieur,2689.545135,Exerce une profession,Cadre,1,Oui,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,4
1104,50,Femme,Enseignement technique ou professionnel long,1703.0081344,Exerce une profession,Cadre,1,Oui,Pratiquant occasionnel,Peu important,Equilibre,Non,Non,Non,Oui,Oui,Oui,Non,0.7
1105,21,Homme,NA,4427.2329667,"Etudiant, eleve",NA,1,Oui,Rejet,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,2
1106,58,Homme,Derniere annee d'etudes primaires,8724.653735,Retraite,Ouvrier qualifie,3,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Oui,Non,Non,1
1107,69,Femme,1er cycle,7013.4427712,Retraite,NA,0,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Oui,Non,Oui,2
1108,48,Homme,Enseignement technique ou professionnel long,3518.6485188,Exerce une profession,Profession intermediaire,3,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,2
1109,21,Homme,Enseignement technique ou professionnel court,2545.1752973,Exerce une profession,Ouvrier qualifie,2,Non,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Oui,2
1110,76,Homme,Derniere annee d'etudes primaires,8200.2028868,Retire des affaires,NA,2,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Oui,Non,Non,1
1111,73,Femme,1er cycle,1344.2772439,Autre inactif,Autre,3,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Oui,Non,0
1112,30,Homme,Enseignement technique ou professionnel court,6866.5777231,Exerce une profession,Ouvrier qualifie,5,Oui,Ni croyance ni appartenance,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Non,3
1113,43,Femme,Enseignement superieur y compris technique superieur,1405.7209056,Exerce une profession,NA,2,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Oui,0.7
1114,50,Femme,Derniere annee d'etudes primaires,5336.0070366,Exerce une profession,Ouvrier specialise,8,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Oui,Oui,Oui,Non,Non,3
1115,36,Homme,Enseignement technique ou professionnel long,8913.0076295,Exerce une profession,Profession intermediaire,1,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Oui,2
1116,43,Femme,Enseignement superieur y compris technique superieur,1884.0620645,Exerce une profession,Cadre,3,Oui,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,0.3
1117,89,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",5677.2143721,Au foyer,Ouvrier specialise,5,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1118,25,Femme,Enseignement technique ou professionnel long,4357.1668861,Exerce une profession,Employe,3,Non,Pratiquant regulier,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,1
1119,29,Homme,Enseignement superieur y compris technique superieur,7152.5347012,Chomeur,Employe,1,Non,Ni croyance ni appartenance,NA,NA,Oui,Non,Non,Non,Non,Oui,Non,0.1
1120,42,Femme,Enseignement superieur y compris technique superieur,5082.6838168,Exerce une profession,Profession intermediaire,1,Oui,Ni croyance ni appartenance,Aussi important que le reste,Insatisfaction,Non,Non,Non,Non,Oui,Non,Oui,0
1121,26,Homme,Enseignement technique ou professionnel court,5077.7812167,Exerce une profession,Employe,0,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Oui,Non,Oui,Oui,Oui,Oui,Oui,4
1122,90,Femme,1er cycle,14812.215758,Retraite,Employe,3,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,5
1123,63,Homme,Enseignement technique ou professionnel court,4633.9532856,Retire des affaires,NA,13,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,0
1124,60,Homme,Enseignement superieur y compris technique superieur,7419.3415007,Retraite,Employe,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,4
1125,46,Femme,Derniere annee d'etudes primaires,2506.0634454,Exerce une profession,Employe,5,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,2
1126,23,Homme,NA,836.26643874,"Etudiant, eleve",NA,2,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,2
1127,89,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",25986.097886,Autre inactif,NA,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
1128,41,Homme,Enseignement superieur y compris technique superieur,4904.0741579,Exerce une profession,Technicien,4,Non,Rejet,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,1.4
1129,72,Femme,Enseignement technique ou professionnel court,8718.8004379,Retire des affaires,NA,0,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Oui,Non,Non,5
1130,43,Femme,Enseignement technique ou professionnel long,2686.8730757,Chomeur,Employe,4,Oui,Appartenance sans pratique,NA,NA,Oui,Non,Non,Oui,Oui,Oui,Non,3
1131,30,Homme,Enseignement superieur y compris technique superieur,8410.5546403,Exerce une profession,NA,1,Non,Pratiquant regulier,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Non,Oui,1
1132,31,Homme,1er cycle,6819.1943716,Exerce une profession,Ouvrier qualifie,5,Non,Rejet,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Non,3
1133,53,Femme,Derniere annee d'etudes primaires,601.57833744,Exerce une profession,Ouvrier qualifie,13,Oui,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Non,Non,Oui,1
1134,72,Femme,Enseignement superieur y compris technique superieur,5936.3090652,Retraite,Cadre,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,1.1
1135,42,Femme,Enseignement superieur y compris technique superieur,7741.2661276,Au foyer,Profession intermediaire,8,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,1
1136,48,Homme,Enseignement superieur y compris technique superieur,4916.1919816,Exerce une profession,Cadre,1,Oui,Pratiquant regulier,Aussi important que le reste,Satisfaction,Non,Oui,Non,Non,Oui,Oui,Oui,0.1
1137,40,Femme,2eme cycle,4561.4956205,Exerce une profession,Employe,2,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Oui,1
1138,70,Homme,Derniere annee d'etudes primaires,771.69306053,Retraite,Ouvrier qualifie,0,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Oui,3
1139,54,Femme,Enseignement technique ou professionnel court,5233.7358119,Au foyer,Employe,0,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,2
1140,26,Homme,1er cycle,5543.8917618,Chomeur,Ouvrier specialise,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,2
1141,33,Femme,Enseignement technique ou professionnel court,8601.0230047,Exerce une profession,Employe,3,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Non,Non,3
1142,24,Homme,Enseignement technique ou professionnel court,6721.1869042,Exerce une profession,Ouvrier qualifie,2,Non,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Non,Oui,Oui,Oui,Oui,2
1143,69,Homme,Enseignement technique ou professionnel court,5386.8596022,Retraite,Ouvrier qualifie,3,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,6
1144,49,Homme,Derniere annee d'etudes primaires,1175.0872439,Autre inactif,Ouvrier qualifie,9,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Oui,Non,Non,Non,Non,4
1145,50,Femme,Enseignement superieur y compris technique superieur,2224.9110299,Exerce une profession,Profession intermediaire,0,Oui,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Oui,2
1146,28,Homme,Enseignement technique ou professionnel court,25717.202584,Exerce une profession,Ouvrier qualifie,1,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Non,Non,2
1147,63,Homme,Enseignement technique ou professionnel court,6021.2332307,Retraite,Technicien,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Oui,Oui,Non,Non,3
1148,63,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",11891.591445,Retire des affaires,NA,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
1149,37,Femme,Enseignement technique ou professionnel court,701.01688497,Exerce une profession,Employe,1,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Non,2
1150,69,Homme,Enseignement superieur y compris technique superieur,12419.089199,Retraite,Cadre,5,Oui,Pratiquant occasionnel,NA,NA,Non,Oui,Non,Non,Non,Oui,Oui,0.4
1151,91,Homme,Derniere annee d'etudes primaires,4291.0087874,Retire des affaires,NA,3,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,0
1152,66,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",6438.1535943,Retraite,Ouvrier specialise,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
