id;age;sexe;nivetud;poids;occup;qualif;freres_soeurs;clso;relig;trav_imp;trav_satisf;hard_rock;lecture_bd;peche_chasse;cuisine;bricol;cinema;sport;heures_tv
1113;43;Femme;Enseignement superieur y compris technique superieur;1405,72090560;Exerce une profession;NA;2;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Oui;0,7
1114;50;Femme;Derniere annee d'etudes primaires;5336,00703660;Exerce une profession;Ouvrier specialise;8;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Oui;Oui;Oui;Non;Non;3,0
1115;36;Homme;Enseignement technique ou professionnel long;8913,00762950;Exerce une profession;Profession intermediaire;1;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Oui;2,0
1116;43;Femme;Enseignement superieur y compris technique superieur;1884,06206450;Exerce une profession;Cadre;3;Oui;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;0,3
1117;89;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;5677,21437210;Au foyer;Ouvrier specialise;5;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
1118;25;Femme;Enseignement technique ou professionnel long;4357,16688610;Exerce une profession;Employe;3;Non;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;1,0
1119;29;Homme;Enseignement superieur y compris technique superieur;7152,53470120;Chomeur;Employe;1;Non;Ni croyance ni appartenance;NA;NA;Oui;Non;Non;Non;Non;Oui;Non;0,1
1120;42;Femme;Enseignement superieur y compris technique superieur;5082,68381680;Exerce une profession;Profession intermediaire;1;Oui;Ni croyance ni appartenance;Aussi important que le reste;Insatisfaction;Non;Non;Non;Non;Oui;Non;Oui;0,0
1121;26;Homme;Enseignement technique ou professionnel court;5077,78121670;Exerce une profession;Employe;0;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Oui;Non;Oui;Oui;Oui;Oui;Oui;4,0
1122;90;Femme;1er cycle;14812,21575800;Retraite;Employe;3;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Non;5,0
1123;63;Homme;Enseignement technique ou professionnel court;4633,95328560;Retire des affaires;NA;13;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Non;Non;0,0
1124;60;Homme;Enseignement superieur y compris technique superieur;7419,34150070;Retraite;Employe;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
1125;46;Femme;Derniere annee d'etudes primaires;2506,06344540;Exerce une profession;Employe;5;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Non;2,0
1126;23;Homme;NA;836,26643874;Etudiant, eleve;NA;2;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;2,0
1127;89;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;25986,09788600;Autre inactif;NA;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1128;41;Homme;Enseignement superieur y compris technique superieur;4904,07415790;Exerce une profession;Technicien;4;Non;Rejet;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Oui;1,4
1129;72;Femme;Enseignement technique ou professionnel court;8718,80043790;Retire des affaires;NA;0;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Non;Non;5,0
1130;43;Femme;Enseignement technique ou professionnel long;2686,87307570;Chomeur;Employe;4;Oui;Appartenance sans pratique;NA;NA;Oui;Non;Non;Oui;Oui;Oui;Non;3,0
1131;30;Homme;Enseignement superieur y compris technique superieur;8410,55464030;Exerce une profession;NA;1;Non;Pratiquant regulier;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Oui;1,0
1132;31;Homme;1er cycle;6819,19437160;Exerce une profession;Ouvrier qualifie;5;Non;Rejet;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Non;3,0
1133;53;Femme;Derniere annee d'etudes primaires;601,57833744;Exerce une profession;Ouvrier qualifie;13;Oui;Appartenance sans pratique;Moins important que le reste;Insatisfaction;Non;Non;Non;Non;Non;Non;Oui;1,0
1134;72;Femme;Enseignement superieur y compris technique superieur;5936,30906520;Retraite;Cadre;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;1,1
1135;42;Femme;Enseignement superieur y compris technique superieur;7741,26612760;Au foyer;Profession intermediaire;8;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;1,0
1136;48;Homme;Enseignement superieur y compris technique superieur;4916,19198160;Exerce une profession;Cadre;1;Oui;Pratiquant regulier;Aussi important que le reste;Satisfaction;Non;Oui;Non;Non;Oui;Oui;Oui;0,1
1137;40;Femme;2eme cycle;4561,49562050;Exerce une profession;Employe;2;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Oui;1,0
1138;70;Homme;Derniere annee d'etudes primaires;771,69306053;Retraite;Ouvrier qualifie;0;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Non;Oui;3,0
1139;54;Femme;Enseignement technique ou professionnel court;5233,73581190;Au foyer;Employe;0;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;2,0
1140;26;Homme;1er cycle;5543,89176180;Chomeur;Ouvrier specialise;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Oui;2,0
1141;33;Femme;Enseignement technique ou professionnel court;8601,02300470;Exerce une profession;Employe;3;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Non;3,0
1142;24;Homme;Enseignement technique ou professionnel court;6721,18690420;Exerce une profession;Ouvrier qualifie;2;Non;Ni croyance ni appartenance;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
1143;69;Homme;Enseignement technique ou professionnel court;5386,85960220;Retraite;Ouvrier qualifie;3;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;6,0
1144;49;Homme;Derniere annee d'etudes primaires;1175,08724390;Autre inactif;Ouvrier qualifie;9;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Oui;Non;Non;Non;Non;4,0
1145;50;Femme;Enseignement superieur y compris technique superieur;2224,91102990;Exerce une profession;Profession intermediaire;0;Oui;Pratiquant occasionnel;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Oui;2,0
1146;28;Homme;Enseignement technique ou professionnel court;25717,20258400;Exerce une profession;Ouvrier qualifie;1;Oui;Appartenance sans pratique;Aussi important que le reste;Equilibre;Non;Non;Oui;Oui;Oui;Non;Non;2,0
1147;63;Homme;Enseignement technique ou professionnel court;6021,23323070;Retraite;Technicien;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Oui;Oui;Non;Non;3,0
1148;63;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;11891,59144500;Retire des affaires;NA;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1149;37;Femme;Enseignement technique ou professionnel court;701,01688497;Exerce une profession;Employe;1;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Non;2,0
1150;69;Homme;Enseignement superieur y compris technique superieur;12419,08919900;Retraite;Cadre;5;Oui;Pratiquant occasionnel;NA;NA;Non;Oui;Non;Non;Non;Oui;Oui;0,4
1151;91;Homme;Derniere annee d'etudes primaires;4291,00878740;Retire des affaires;NA;3;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Non;Non;0,0
1152;66;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;6438,15359430;Retraite;Ouvrier specialise;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;4,0
1153;56;Homme;Enseignement technique ou professionnel long;935,32185339;Exerce une profession;Ouvrier qualifie;9;Oui;Appartenance sans pratique;Aussi important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Non;Non;3,0
1154;37;Femme;Enseignement superieur y compris technique superieur;6165,34358400;Exerce une profession;Employe;4;Non;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;0,4
1155;67;Femme;Enseignement technique ou professionnel court;1819,49907740;Retire des affaires;NA;5;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Oui;1,0
1156;20;Femme;NA;7435,75945530;Etudiant, eleve;NA;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;2,0
1157;38;Femme;2eme cycle;2822,24691250;Exerce une profession;Employe;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Non;1,0
1158;48;Femme;Enseignement superieur y compris technique superieur;7940,67703680;Au foyer;Employe;9;Non;Rejet;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;3,0
1159;34;Femme;Enseignement technique ou professionnel court;5775,91346630;Exerce une profession;Ouvrier qualifie;1;Oui;Rejet;Moins important que le reste;Satisfaction;Non;Non;Oui;Non;Oui;Non;Non;3,0
1160;61;Homme;Enseignement technique ou professionnel court;3856,44013450;Retraite;NA;0;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Oui;4,0
1161;40;Femme;Enseignement technique ou professionnel court;4561,49562050;Exerce une profession;Autre;2;Non;Rejet;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;3,0
1162;27;Femme;Enseignement superieur y compris technique superieur;9207,51094800;Exerce une profession;Cadre;3;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Oui;1,0
1163;61;Femme;Enseignement technique ou professionnel court;13026,12227800;Retraite;Employe;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;2,0
1164;21;Femme;NA;10198,30162400;Etudiant, eleve;NA;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Oui;Non;Non;Oui;Non;0,7
1165;29;Femme;Enseignement technique ou professionnel court;3626,61506640;Au foyer;Employe;1;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Oui;Non;Oui;2,0
1166;31;Femme;Enseignement superieur y compris technique superieur;4938,34436110;Exerce une profession;Cadre;2;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;3,0
1167;24;Femme;Enseignement technique ou professionnel court;7975,01739030;Exerce une profession;Employe;1;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Non;1,0
1168;31;Femme;2eme cycle;10213,32918600;Exerce une profession;Employe;1;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Oui;0,0
1169;54;Homme;Enseignement technique ou professionnel court;4394,62742520;Autre inactif;Ouvrier specialise;0;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Oui;Non;Non;3,0
1170;66;Homme;Derniere annee d'etudes primaires;5436,53925240;Retraite;Employe;5;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Non;Non;6,0
1171;63;Homme;Enseignement superieur y compris technique superieur;1386,57287330;Retraite;Cadre;3;Oui;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Oui;Oui;Oui;3,0
1172;56;Femme;2eme cycle;2910,79674980;Exerce une profession;Profession intermediaire;5;Oui;Pratiquant regulier;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Non;2,0
1173;71;Homme;Enseignement superieur y compris technique superieur;4921,91930610;Retraite;Cadre;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
1174;59;Homme;Enseignement superieur y compris technique superieur;793,82878154;Exerce une profession;Cadre;9;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Non;2,0
1175;20;Femme;Enseignement technique ou professionnel long;7178,21965700;Exerce une profession;Employe;5;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;3,0
1176;31;Homme;2eme cycle;6819,19437160;Exerce une profession;Cadre;2;Non;Rejet;Aussi important que le reste;Equilibre;Non;Non;Oui;Non;Oui;Non;Non;0,0
1177;19;Femme;NA;4629,22907300;Etudiant, eleve;NA;0;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Oui;Non;0,4
1178;39;Homme;2eme cycle;8263,30157200;Exerce une profession;Technicien;0;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Oui;2,0
1179;61;Femme;Enseignement technique ou professionnel court;9733,98655580;Retraite;NA;3;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1180;69;Homme;2eme cycle;18190,65371600;Retraite;Cadre;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;2,0
1181;40;Femme;2eme cycle;1112,23536840;Exerce une profession;NA;2;Oui;Rejet;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Oui;0,0
1182;40;Femme;Enseignement technique ou professionnel long;1271,53791520;Exerce une profession;Cadre;8;Non;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Oui;Non;Oui;Non;Non;Non;3,0
1183;58;Homme;Enseignement technique ou professionnel court;1305,25165760;Chomeur;Ouvrier qualifie;4;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;3,0
1184;40;Femme;1er cycle;5589,29095460;Chomeur;Employe;5;Non;NSP ou NVPR;NA;NA;Non;Non;Non;Oui;Non;Non;Oui;2,0
1185;65;Homme;Enseignement technique ou professionnel long;3412,08785910;Retraite;Profession intermediaire;0;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Oui;Non;Oui;3,0
1186;53;Femme;1er cycle;4731,46379370;Au foyer;Employe;7;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Non;Non;Non;4,0
1187;48;Homme;Derniere annee d'etudes primaires;1257,11627790;Exerce une profession;Ouvrier qualifie;3;Non;Pratiquant occasionnel;Aussi important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Non;4,0
1188;63;Femme;1er cycle;4045,69044100;Retraite;Cadre;1;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;2,0
1189;38;Femme;Enseignement technique ou professionnel court;11104,48783500;Au foyer;Ouvrier qualifie;2;Oui;NSP ou NVPR;NA;NA;Non;Non;Non;Oui;Non;Oui;Non;4,0
1190;38;Homme;Enseignement superieur y compris technique superieur;4730,33838880;Exerce une profession;Cadre;1;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;0,4
1191;56;Femme;Enseignement technique ou professionnel long;6598,49522720;Exerce une profession;Profession intermediaire;1;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;3,0
1192;65;Homme;Enseignement superieur y compris technique superieur;1716,02067790;Retraite;Cadre;2;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
1193;69;Femme;Derniere annee d'etudes primaires;10356,23866000;Retraite;Ouvrier qualifie;6;Non;Rejet;NA;NA;Non;Non;Non;Oui;Non;Non;Non;0,0
1194;23;Femme;1er cycle;4809,18015660;Chomeur;NA;4;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Non;Non;6,0
1195;50;Homme;Enseignement superieur y compris technique superieur;3951,32537130;Exerce une profession;Cadre;3;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Oui;1,0
1196;55;Femme;Enseignement superieur y compris technique superieur;1553,31958180;Exerce une profession;Employe;4;Non;NSP ou NVPR;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Non;2,0
1197;50;Femme;Enseignement technique ou professionnel court;2345,04256510;Exerce une profession;NA;1;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
1198;45;Homme;Derniere annee d'etudes primaires;3653,29665820;Chomeur;Ouvrier specialise;8;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;5,0
1199;50;Femme;2eme cycle;5082,06136340;Exerce une profession;Profession intermediaire;3;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;0,0
1200;74;Femme;1er cycle;7821,64355420;Retraite;Ouvrier specialise;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;9,0
1201;50;Homme;Derniere annee d'etudes primaires;1289,86317580;Exerce une profession;Employe;7;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;3,0
1202;49;Homme;Enseignement superieur y compris technique superieur;1867,24311980;Exerce une profession;Cadre;2;Oui;Pratiquant regulier;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Oui;0,1
1203;35;Homme;Enseignement superieur y compris technique superieur;4079,20866830;Exerce une profession;Cadre;11;Oui;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;2,0
1204;35;Femme;Enseignement technique ou professionnel court;3824,72987920;Au foyer;Employe;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;2,0
1205;33;Homme;Enseignement superieur y compris technique superieur;3540,43992730;Exerce une profession;Cadre;5;Non;NSP ou NVPR;Moins important que le reste;Satisfaction;Non;Oui;Oui;Non;Oui;Oui;Non;2,0
1206;51;Femme;Enseignement superieur y compris technique superieur;5968,53055130;Exerce une profession;Profession intermediaire;2;Oui;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Non;1,0
1207;23;Femme;Enseignement technique ou professionnel long;7147,28263810;Exerce une profession;Ouvrier qualifie;1;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;3,0
1208;26;Femme;Enseignement superieur y compris technique superieur;6446,60639620;Exerce une profession;Cadre;3;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;1,0
1209;44;Homme;Derniere annee d'etudes primaires;1355,79604190;Exerce une profession;Ouvrier qualifie;11;Oui;Appartenance sans pratique;Aussi important que le reste;Insatisfaction;Non;Non;Non;Non;Oui;Non;Non;0,0
1210;60;Homme;Enseignement superieur y compris technique superieur;2762,64877220;Exerce une profession;NA;3;Non;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;2,1
1211;18;Homme;Enseignement technique ou professionnel court;14254,28150000;Exerce une profession;Ouvrier specialise;1;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Non;5,0
1212;54;Femme;Enseignement technique ou professionnel court;1907,25291450;Exerce une profession;Employe;1;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Oui;4,0
1213;18;Femme;2eme cycle;4909,69949240;Chomeur;NA;4;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Oui;Non;10,0
1214;30;Femme;Enseignement technique ou professionnel long;2866,46809260;Au foyer;Ouvrier qualifie;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;5,0
1215;46;Homme;Derniere annee d'etudes primaires;820,08279583;Exerce une profession;Ouvrier qualifie;11;Non;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Oui;Oui;Oui;Non;Non;1,0
1216;48;Femme;Enseignement superieur y compris technique superieur;14689,64554100;Exerce une profession;Cadre;5;Oui;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Oui;Non;Oui;Oui;Oui;Oui;3,0
1217;50;Femme;Enseignement technique ou professionnel long;4626,01171700;Exerce une profession;Employe;1;Non;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Oui;Non;4,0
1218;64;Femme;Derniere annee d'etudes primaires;1182,87991400;Au foyer;Employe;4;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;1,0
1219;25;Femme;Enseignement superieur y compris technique superieur;6446,60639620;Exerce une profession;Employe;1;Non;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;0,4
1220;25;Homme;Enseignement superieur y compris technique superieur;3462,14491300;Exerce une profession;Cadre;5;Oui;Appartenance sans pratique;Le plus important;Satisfaction;Non;Non;Non;Non;Oui;Oui;Oui;0,4
1221;49;Femme;Enseignement technique ou professionnel court;1508,17207090;Exerce une profession;Employe;4;Non;Pratiquant occasionnel;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Non;1,0
1222;28;Femme;Enseignement superieur y compris technique superieur;14685,75089800;Exerce une profession;Technicien;0;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Oui;0,0
1223;81;Femme;Derniere annee d'etudes primaires;2030,90065420;Retraite;Employe;3;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Oui;3,0
1224;37;Homme;Enseignement superieur y compris technique superieur;742,96221899;Exerce une profession;Profession intermediaire;3;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;1,0
1225;22;Femme;NA;4253,38318260;Etudiant, eleve;NA;1;Oui;Ni croyance ni appartenance;NA;NA;Oui;Non;Non;Oui;Oui;Oui;Oui;0,3
1226;24;Femme;Enseignement technique ou professionnel long;3354,54696050;Chomeur;Employe;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;4,0
1227;68;Homme;N'a jamais fait d'etudes;1285,45222880;Retraite;Ouvrier qualifie;6;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Non;Non;2,0
1228;47;Femme;Enseignement technique ou professionnel court;742,04353069;Exerce une profession;Profession intermediaire;4;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Oui;Non;Non;Non;Non;1,0
1229;72;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;797,66047960;Autre inactif;Ouvrier specialise;5;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
1230;58;Femme;Derniere annee d'etudes primaires;943,79546479;Autre inactif;Ouvrier qualifie;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;3,0
1231;50;Femme;Enseignement technique ou professionnel court;6143,52233370;Exerce une profession;NA;9;Oui;Pratiquant regulier;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Non;1,0
1232;42;Homme;Enseignement superieur y compris technique superieur;10181,68214800;Exerce une profession;Profession intermediaire;2;Oui;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;0,0
1233;59;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;1423,49843890;Autre inactif;Ouvrier qualifie;5;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;1,0
1234;19;Femme;NA;7128,36273750;Etudiant, eleve;NA;0;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Oui;Non;0,3
1235;40;Femme;Enseignement superieur y compris technique superieur;2666,17386120;Exerce une profession;NA;2;Oui;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;0,4
1236;78;Homme;Derniere annee d'etudes primaires;1594,26814570;Retraite;Ouvrier qualifie;13;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1237;52;Homme;Derniere annee d'etudes primaires;2852,06361280;Exerce une profession;Employe;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Oui;NA
1238;44;Homme;2eme cycle;4238,82221930;Exerce une profession;Employe;5;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;2,0
1239;55;Femme;2eme cycle;1255,47069230;Retraite;Autre;6;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1240;53;Femme;2eme cycle;7796,57987900;Exerce une profession;Cadre;1;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Oui;2,0
1241;36;Femme;Enseignement technique ou professionnel court;3752,87940540;Exerce une profession;Employe;6;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;7,0
1242;27;Femme;Enseignement technique ou professionnel court;3501,18278530;Exerce une profession;Ouvrier specialise;3;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Non;2,0
1243;21;Homme;Enseignement technique ou professionnel court;10229,89835900;Exerce une profession;Ouvrier specialise;2;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Oui;Non;2,0
1244;37;Homme;Enseignement technique ou professionnel long;7665,92433840;Exerce une profession;Cadre;4;Oui;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Oui;2,0
1245;57;Homme;Enseignement technique ou professionnel court;980,07778172;Exerce une profession;NA;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;3,0
1246;68;Femme;Derniere annee d'etudes primaires;13390,01271500;Retire des affaires;NA;2;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
1247;73;Femme;Derniere annee d'etudes primaires;11104,34532300;Retire des affaires;NA;3;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
1248;44;Femme;Derniere annee d'etudes primaires;2434,90450960;Exerce une profession;Employe;1;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;0,0
1249;29;Homme;Enseignement superieur y compris technique superieur;5731,66150810;Exerce une profession;Autre;2;Non;Pratiquant regulier;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;2,0
1250;19;Femme;NA;5689,92658920;Exerce une profession;Autre;2;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Oui;Oui;Oui;Oui;Oui;2,0
1251;30;Femme;1er cycle;4610,32030110;Exerce une profession;Employe;2;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Non;5,0
1252;50;Femme;Derniere annee d'etudes primaires;965,12017733;Au foyer;Ouvrier specialise;7;Ne sait pas;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Oui;3,0
1253;33;Femme;Enseignement superieur y compris technique superieur;9380,68243130;Exerce une profession;Employe;2;Oui;Pratiquant occasionnel;Peu important;Satisfaction;Non;Non;Non;Non;Non;Non;Oui;3,0
