faa;name;lat;lon;alt;tz;dst;tzone
HUL;Houlton Intl;46,1230830000000;-67,792056000000;489;-5;A;America/New_York
HUS;Hughes Airport;66,0391670000000;-154,264722000000;299;-9;A;America/Anchorage
HUT;Hutchinson Municipal Airport;38,0655000000000;-97,860600000000;1543;-6;A;America/Chicago
HVN;Tweed-New Haven Airport;41,2637500000000;-72,886806000000;14;-5;A;America/New_York
HVR;Havre City Co;48,5429830000000;-109,762342000000;2590;-7;A;America/Denver
HWD;Hayward Executive Airport;37,6588888888889;-122,121666666667;52;-8;A;America/Los_Angeles
HWO;North Perry;26,0012220000000;-80,240722000000;8;-5;A;America/New_York
HXD;Hilton Head Airport;32,2243611000000;-80,697472200000;19;-5;A;America/New_York
HYA;Barnstable Muni Boardman Polando Fld;41,6693360000000;-70,280356000000;55;-5;A;America/New_York
HYG;Hydaburg Seaplane Base;55,2063890000000;-132,828333000000;0;-9;A;America/Anchorage
HYL;Hollis Seaplane Base;55,4816670000000;-132,646111000000;0;-9;A;America/Anchorage
HYS;Hays Regional Airport;38,8422000000000;-99,273200000000;1998;-6;A;America/Chicago
HZL;Hazleton Municipal;40,9891670000000;-76,002500000000;1603;-5;A;America/New_York
IAB;Mc Connell Afb;37,6218530000000;-97,268192000000;1371;-6;A;America/Chicago
IAD;Washington Dulles Intl;38,9445330000000;-77,455811000000;313;-5;A;America/New_York
IAG;Niagara Falls Intl;43,1073330000000;-78,946194000000;589;-5;A;America/New_York
IAH;George Bush Intercontinental;29,9844330000000;-95,341442000000;97;-6;A;America/Chicago
IAN;Bob Baker Memorial Airport;66,9758330000000;-160,436667000000;166;-9;A;America/Anchorage
ICT;Wichita Mid Continent;37,6499440000000;-97,433056000000;1333;-6;A;America/Chicago
ICY;Icy Bay Airport;59,9688890000000;-141,661667000000;50;-9;A;America/Anchorage
IDA;Idaho Falls Rgnl;43,5145560000000;-112,070750000000;4744;-7;A;America/Denver
IDL;Idlewild Intl;40,6397510000000;-73,778924000000;13;-5;A;America/New_York
IFP;Laughlin-Bullhead Intl;35,1574000000000;-114,560000000000;695;-7;A;America/Phoenix
IGG;Igiugig Airport;59,3240000000000;-155,902000000000;90;-9;A;America/Anchorage
IGM;Kingman Airport;35,2595000000000;-113,938000000000;3449;-7;A;America/Phoenix
IGQ;Lansing Municipal;41,5349167000000;-87,529527800000;620;-6;A;America/Chicago
IJD;Windham Airport;41,7440278000000;-72,180222200000;246;-5;A;America/New_York
IKK;Greater Kankakee;41,0713890000000;-87,846278000000;630;-6;A;America/Chicago
IKO;Nikolski Air Station;52,9416670000000;-168,848889000000;77;-9;A;America/Anchorage
IKR;Kirtland Air Force Base;35,0402220000000;-106,609194000000;5355;-7;A;America/Denver
IKV;Ankeny Regl Airport;41,6913890000000;-93,566389000000;910;-6;A;America/Chicago
ILG;New Castle;39,6787220000000;-75,606528000000;79;-5;A;America/New_York
ILI;Iliamna;59,7543560000000;-154,910961000000;186;-9;A;America/Anchorage
ILM;Wilmington Intl;34,2706150000000;-77,902569000000;32;-5;A;America/New_York
ILN;Wilmington Airborne Airpark;39,4279200000000;-83,792118000000;1077;-5;U;America/New_York
IMM;Immokalee;26,4338890000000;-81,401389000000;37;-5;A;America/New_York
IMT;Ford Airport;45,8183611000000;-88,114555600000;1182;-6;A;America/Chicago
IND;Indianapolis Intl;39,7173310000000;-86,294383000000;797;-5;A;America/New_York
INJ;Hillsboro Muni;32,0834860000000;-97,097228000000;685;-6;A;America/Chicago
INK;Winkler Co;31,7796280000000;-103,201361000000;2822;-6;A;America/Chicago
INL;Falls Intl;48,5661860000000;-93,403067000000;1185;-6;A;America/Chicago
INS;Creech Afb;36,5871830000000;-115,673353000000;3133;-8;A;America/Los_Angeles
INT;Smith Reynolds;36,1337220000000;-80,222000000000;969;-5;A;America/New_York
INW;Winslow-Lindbergh Regional Airport;35,0219167000000;-110,722527800000;4941;-7;N;America/Phoenix
IOW;Iowa City Municipal Airport;41,6392440000000;-91,546503000000;668;-6;A;America/Chicago
IPL;Imperial Co;32,8342190000000;-115,578744000000;-54;-8;A;America/Los_Angeles
IPT;Williamsport Rgnl;41,2418360000000;-76,921094000000;529;-5;A;America/New_York
IRC;Circle City Airport;65,8277780000000;-144,076111000000;613;-9;A;America/Anchorage
IRK;Kirksville Regional Airport;40,0935000000000;-92,544900000000;966;-6;A;America/Chicago
ISM;Kissimmee Gateway Airport;28,2898060000000;-81,437083000000;82;-5;A;America/New_York
ISN;Sloulin Fld Intl;48,1779390000000;-103,642347000000;1982;-6;A;America/Chicago
ISO;Kinston Regional Jetport;35,3313890000000;-77,608889000000;94;-5;A;America/New_York
ISP;Long Island Mac Arthur;40,7952500000000;-73,100222000000;99;-5;A;America/New_York
ISW;Alexander Field South Wood County Airport;44,3606456000000;-89,838141200000;1021;-6;A;America/Chicago
ITH;Ithaca Tompkins Rgnl;42,4910280000000;-76,458444000000;1099;-5;A;America/New_York
ITO;Hilo Intl;19,7213750000000;-155,048469000000;38;-10;N;Pacific/Honolulu
IWD;Gogebic Iron County Airport;46,5274747000000;-90,131396700000;1230;-6;U;America/Chicago
IWS;West Houston;29,8181940000000;-95,672611000000;111;-6;A;America/Chicago
IYK;Inyokern Airport;35,6588890000000;-117,829444000000;2455;-8;A;America/Los_Angeles
IZG;Eastern Slopes Regional;43,9911389000000;-70,947888900000;455;-5;A;America/New_York
JAC;Jackson Hole Airport;43,6073333330000;-110,737750000000;6451;-7;A;America/Denver
JAN;Jackson Evers Intl;32,3111670000000;-90,075889000000;346;-6;A;America/Chicago
JAX;Jacksonville Intl;30,4940560000000;-81,687861000000;30;-5;A;America/New_York
JBR;Jonesboro Muni;35,8317080000000;-90,646417000000;262;-6;A;America/Chicago
JCI;New Century AirCenter Airport;38,8309167000000;-94,890305600000;1087;-6;A;America/Chicago
JEF;Jefferson City Memorial Airport;38,5912000000000;-92,156100000000;549;-6;A;America/Chicago
JES;Jesup-Wayne County Airport;31,5538890000000;-81,882500000000;107;-5;A;America/New_York
JFK;John F Kennedy Intl;40,6397510000000;-73,778925000000;13;-5;A;America/New_York
JGC;Grand Canyon Heliport;35,9666666600000;-112,133333330000;2500;-7;A;America/Phoenix
JHM;Kapalua;20,9629360000000;-156,673031000000;256;-10;N;Pacific/Honolulu
JHW;Chautauqua County-Jamestown;42,1533330000000;-79,258056000000;525;-5;A;America/New_York
JKA;Jack Edwards Airport;30,2896389000000;-87,671777800000;17;-6;A;America/Chicago
JLN;Joplin Rgnl;37,1518140000000;-94,498269000000;981;-6;A;America/Chicago
JMS;Jamestown Regional Airport;46,9297000000000;-98,678200000000;1498;-6;A;America/Chicago
JNU;Juneau Intl;58,3549720000000;-134,576278000000;21;-9;A;America/Anchorage
JOT;Regional Airport;41,5177780000000;-88,175556000000;582;-6;A;America/Chicago
JRA;West 30th St. Heliport;40,7545000000000;-74,007100000000;7;-5;A;America/New_York
JRB;Wall Street Heliport;40,7012140000000;-74,009028000000;7;-5;A;America/New_York
JST;John Murtha Johnstown-Cambria County Airport;40,3161110000000;-78,833889000000;2284;-5;A;America/New_York
JVL;Southern Wisconsin Regional Airport;42,6202500000000;-89,041555600000;808;-6;A;America/Chicago
JXN;Reynolds Field;42,2605560000000;-84,460556000000;1001;-5;A;America/New_York
JYL;Plantation Airpark;32,6452778000000;-81,597111100000;188;-5;A;America/New_York
JYO;Leesburg Executive Airport;39,0780000000000;-77,558000000000;389;-5;A;America/New_York
JZP;Pickens County Airport;34,4534722000000;-84,457222200000;1535;-5;A;America/New_York
K03;Wainwright As;70,6133780000000;-159,860350000000;35;-9;A;America/Anchorage
K27;Burrello-Mechanicville Airport;42,8931330000000;-73,668450000000;195;-5;A;America/New_York
K83;Sabetha Municipal;39,5425000000000;-95,467700000000;1330;-6;A;America/Chicago
KAE;Kake Seaplane Base;56,9730560000000;-133,945556000000;0;-9;A;America/Anchorage
KAL;Kaltag Airport;64,3191000000000;-158,741000000000;187;-9;A;America/Anchorage
KBC;Birch Creek Airport;66,2567080000000;-145,815319000000;450;-9;A;America/Anchorage
KBW;Chignik Bay Seaplane Base;56,2955560000000;-158,401398000000;0;-9;A;America/Anchorage
KCC;Coffman Cove Seaplane Base;56,0147220000000;-132,833889000000;0;-9;A;America/Anchorage
KCL;Chignik Lagoon Airport;56,3111110000000;-158,534167000000;25;-9;A;America/Anchorage
KCQ;Chignik Lake Airport;56,2550000000000;-158,775278000000;50;-9;A;America/Anchorage
KEH;Kenmore Air Harbor Inc Seaplane Base;47,7548000000000;-122,259000000000;14;-8;A;America/Los_Angeles
KEK;Ekwok Airport;59,3569440000000;-157,471111000000;135;-9;A;America/Anchorage
KFP;False Pass Airport;54,8475000000000;-163,410278000000;20;-9;A;America/Anchorage
KGK;Koliganek Airport;59,7266670000000;-157,259444000000;269;-9;A;America/Anchorage
KGX;Grayling Airport;62,8944440000000;-160,065000000000;99;-9;A;America/Anchorage
KKA;Koyuk Alfred Adams Airport;64,9394440000000;-161,154167000000;154;-9;A;America/Anchorage
KKB;Kitoi Bay Seaplane Base;58,1908330000000;-152,370556000000;0;-9;A;America/Anchorage
KKH;Kongiganak Airport;59,9608330000000;-162,881111000000;30;-9;A;America/Anchorage
KLG;Kalskag Airport;61,5363000000000;-160,341000000000;55;-9;A;America/Anchorage
KLL;Levelock Airport;59,1280560000000;-156,858611000000;39;-9;A;America/Anchorage
KLN;Larsen Bay Airport;57,5350000000000;-153,976667000000;87;-9;A;America/Anchorage
KLS;Kelso Longview;46,1180000000000;-122,898389000000;20;-8;A;America/Los_Angeles
KLW;Klawock Airport;55,5791670000000;-133,076111000000;80;-9;A;America/Anchorage
KMO;Manokotak Airport;58,9902780000000;-159,050000000000;51;-9;A;America/Anchorage
KMY;Moser Bay Seaplane Base;57,0255560000000;-154,145833000000;0;-9;A;America/Anchorage
KNW;New Stuyahok Airport;59,4499000000000;-157,328000000000;302;-9;A;America/Anchorage
KOA;Kona Intl At Keahole;19,7387670000000;-156,045631000000;47;-10;N;Pacific/Honolulu
KOT;Kotlik Airport;63,0305560000000;-163,532778000000;15;-9;A;America/Anchorage
KOY;Olga Bay Seaplane Base;57,1613890000000;-154,229722000000;0;-9;A;America/Anchorage
KOZ;Ouzinkie Airport;57,9228760000000;-152,500511000000;55;-9;A;America/Anchorage
KPB;Point Baker Seaplane Base;56,3519440000000;-133,622500000000;0;-9;A;America/Anchorage
KPC;Port Clarence Coast Guard Station;65,2537000000000;-166,859000000000;10;-9;A;America/Anchorage
KPN;Kipnuk Airport;59,9330560000000;-164,030556000000;11;-9;A;America/Anchorage
KPR;Port Williams Seaplane Base;58,4900000000000;-152,582222000000;0;-9;A;America/Anchorage
KPV;Perryville Airport;55,9066670000000;-159,160833000000;29;-9;A;America/Anchorage
KPY;Port Bailey Seaplane Base;57,9300000000000;-153,040556000000;0;-9;A;America/Anchorage
KQA;Akutan Seaplane Base;54,1325000000000;-165,785000000000;0;-9;A;America/Anchorage
KSM;St Marys Airport;62,0605000000000;-163,302000000000;311;-9;A;America/Anchorage
KTB;Thorne Bay Seaplane Base;55,6880560000000;-132,536667000000;0;-9;A;America/Anchorage
KTN;Ketchikan Intl;55,3555560000000;-131,713750000000;88;-9;A;America/Anchorage
KTS;Brevig Mission Airport;65,3313890000000;-166,465833000000;35;-9;A;America/Anchorage
KUK;Kasigluk Airport;60,8733330000000;-162,524444000000;40;-9;A;America/Anchorage
KVC;King Cove Airport;55,1163000000000;-162,266000000000;155;-9;A;America/Anchorage
KVL;Kivalina Airport;67,7362000000000;-164,563000000000;13;-9;A;America/Anchorage
KWK;Kwigillingok Airport;59,8763890000000;-163,168611000000;18;-9;A;America/Anchorage
KWN;Quinhagak Airport;59,7550000000000;-161,845278000000;42;-9;A;America/Anchorage
KWP;West Point Village Seaplane Base;57,7700000000000;-153,548889000000;0;-9;A;America/Anchorage
KWT;Kwethluk Airport;60,7902780000000;-161,443611000000;30;-9;A;America/Anchorage
KYK;Karuluk Airport;57,5669440000000;-154,450278000000;137;-9;A;America/Anchorage
KYU;Koyukuk Airport;64,8758330000000;-157,730556000000;149;-9;A;America/Anchorage
KZB;Zachar Bay Seaplane Base;57,5500000000000;-153,750000000000;0;-9;A;America/Anchorage
L06;Furnace Creek;36,2730000000000;-116,515000000000;0;-8;A;America/Los_Angeles
L35;Big Bear City;34,2637778000000;-116,856027800000;6725;-8;A;America/Los_Angeles
L52;Oceano County Airport;35,1014722200000;-120,622361110000;14;-8;U;America/Los_Angeles
LAA;Lamar Muni;38,0696940000000;-102,688500000000;3706;-7;A;America/Denver
LAF;Purude University Airport;40,4123056000000;-86,936888900000;606;-5;A;America/New_York
LAL;Lakeland Linder Regional Airport;27,9889167000000;-82,018555600000;142;-5;A;America/New_York
LAM;Los Alamos Airport;35,8798019000000;-106,269415300000;7171;-7;A;America/Denver
LAN;Capital City;42,7787000000000;-84,587357000000;861;-5;A;America/New_York
LAR;Laramie Regional Airport;41,3121000000000;-105,675000000000;7284;-7;A;America/Denver
LAS;Mc Carran Intl;36,0800560000000;-115,152250000000;2141;-8;A;America/Los_Angeles
LAW;Lawton-Fort Sill Regional Airport;34,5677144000000;-98,416636700000;1110;-6;A;America/Chicago
LAX;Los Angeles Intl;33,9425360000000;-118,408075000000;126;-8;A;America/Los_Angeles
LBB;Lubbock Preston Smith Intl;33,6636390000000;-101,822778000000;3282;-6;A;America/Chicago
LBE;Arnold Palmer Regional Airport;40,2759000000000;-79,404800000000;1185;-5;A;America/New_York
LBF;North Platte Regional Airport Lee Bird Field;41,1262000000000;-100,684000000000;2776;-6;A;America/Chicago
LBL;Liberal Muni;37,0442220000000;-100,959860000000;2885;-6;A;America/Chicago
LBT;Municipal Airport;34,6098056000000;-79,059555600000;125;-5;A;America/New_York
LCH;Lake Charles Rgnl;30,1261120000000;-93,223335000000;15;-6;A;America/Chicago
LCK;Rickenbacker Intl;39,8137860000000;-82,927822000000;744;-5;A;America/New_York
LCQ;Lake City Municipal Airport;30,1819440000000;-82,576944000000;201;-5;A;America/New_York
LDJ;Linden Airport;40,6174472000000;-74,244594200000;23;-5;A;America/New_York
LEB;Lebanon Municipal Airport;43,6261000000000;-72,304200000000;603;-5;A;America/New_York
LEW;Lewiston Maine;44,0484728000000;-70,283507500000;288;-5;A;America/New_York
LEX;Blue Grass;38,0365000000000;-84,605889000000;979;-5;A;America/New_York
LFI;Langley Afb;37,0828810000000;-76,360547000000;11;-5;A;America/New_York
LFK;Angelina Co;31,2340140000000;-94,750000000000;296;-6;A;America/Chicago
LFT;Lafayette Rgnl;30,2052780000000;-91,987611000000;43;-6;A;America/Chicago
LGA;La Guardia;40,7772450000000;-73,872608000000;22;-5;A;America/New_York
LGB;Long Beach;33,8177220000000;-118,151611000000;60;-8;A;America/Los_Angeles
LGC;LaGrange-Callaway Airport;33,0088611000000;-85,072611100000;694;-5;A;America/New_York
LGU;Logan-Cache;41,7910000000000;-111,852000000000;4457;-7;A;America/Denver
LHD;Lake Hood Seaplane Base;61,1866382000000;-149,965391800000;71;-9;A;America/Anchorage
LHM;Lincoln Regional Airport Karl Harder Field;38,9091667000000;-121,351333300000;121;-8;A;America/Los_Angeles
LHV;William T. Piper Mem.;41,1357778000000;-77,422305600000;556;-5;A;America/New_York
LHX;La Junta Muni;38,0497190000000;-103,509431000000;4238;-7;A;America/Denver
LIH;Lihue;21,9759830000000;-159,338958000000;153;-10;N;Pacific/Honolulu
LIT;Adams Fld;34,7294440000000;-92,224306000000;262;-6;A;America/Chicago
LIV;Livingood Airport;65,5311110000000;-148,541111000000;696;-9;A;America/Anchorage
LKE;Kenmore Air Harbor Seaplane Base;47,6290000000000;-122,339000000000;14;-8;A;America/Los_Angeles
LKK;Kulik Lake Airport;58,9659100000000;-155,108089000000;1000;-9;U;America/Anchorage
LKP;Lake Placid Airport;44,2644440000000;-73,961944000000;1747;-5;A;America/New_York
LMT;Klamath Falls Airport;42,1561000000000;-121,733000000000;4095;-8;A;America/Los_Angeles
LNA;Palm Beach Co Park;26,5930000000000;-80,085056000000;14;-5;A;America/New_York
LNK;Lincoln;40,8509710000000;-96,759250000000;1219;-6;A;America/Chicago
LNN;Lost Nation Municipal Airport;41,6840278000000;-81,389750000000;626;-5;A;America/New_York
LNR;Tri-County Regional Airport;43,2116670000000;-90,181667000000;718;-6;A;America/Chicago
LNS;Lancaster Airport;40,1217000000000;-76,296100000000;403;-5;A;America/New_York
LNY;Lanai;20,7856110000000;-156,951419000000;1308;-10;N;Pacific/Honolulu
LOT;Lewis University Airport;41,6063260000000;-88,083003000000;680;-6;A;America/Chicago
LOU;Bowman Fld;38,2280000000000;-85,663722000000;546;-5;A;America/New_York
LOZ;London-Corbin Airport-MaGee Field;37,0868889000000;-84,077388900000;1212;-5;A;America/New_York
LPC;Lompoc Airport;34,6656000000000;-120,467500000000;88;-8;A;America/Los_Angeles
LPR;Lorain County Regional Airport;41,3442778000000;-82,177638900000;793;-5;A;America/New_York
LPS;Lopez Island Airport;48,4839000000000;-122,938000000000;209;-8;A;America/Los_Angeles
LRD;Laredo Intl;27,5437500000000;-99,461556000000;508;-6;A;America/Chicago
LRF;Little Rock Afb;34,9169440000000;-92,149722000000;311;-6;A;America/Chicago
LRO;Mount Pleasant Regional-Faison Field;32,5387000000000;-79,469700000000;12;-5;A;NA
LRU;Las Cruces Intl;32,2894170000000;-106,921972000000;4456;-7;A;America/Denver
LSE;La Crosse Municipal;43,8789860000000;-91,256711000000;654;-6;A;America/Chicago
LSF;Lawson Aaf;32,3373220000000;-84,991283000000;232;-5;A;America/New_York
LSV;Nellis Afb;36,2361970000000;-115,034253000000;1870;-8;A;America/Los_Angeles
LTS;Altus Afb;34,6670670000000;-99,266681000000;1382;-6;A;America/Chicago
LUF;Luke Afb;33,5350000000000;-112,383060000000;1085;-7;A;America/Phoenix
LUK;Cincinnati Muni Lunken Fld;39,1033330000000;-84,418611000000;483;-5;A;America/New_York
LUP;Kalaupapa Airport;21,2110000000000;-156,974000000000;24;-10;A;Pacific/Honolulu
LUR;Cape Lisburne Lrrs;68,8751330000000;-166,110022000000;12;-9;A;America/Anchorage
LVK;Livermore Municipal;37,4136200000000;-121,491330000000;400;-8;A;America/Los_Angeles
LVM;Mission Field Airport;45,6993889000000;-110,448305600000;4660;-7;A;America/Denver
LVS;Las Vegas Muni;35,6542220000000;-105,142389000000;6877;-7;A;America/Denver
LWA;South Haven Area Regional Airport;42,3511944000000;-86,255638900000;666;-5;A;America/New_York
LWB;Greenbrier Valley Airport;37,8583330000000;-80,399444000000;2302;-5;U;America/New_York
LWC;Lawrence Municipal;39,0091670000000;-95,217500000000;833;-6;A;America/Chicago
LWM;Lawrence Municipal Airport;42,7171944000000;-71,123416700000;148;-5;A;America/New_York
LWS;Lewiston Nez Perce Co;46,3745000000000;-117,015389000000;1442;-8;A;America/Los_Angeles
LWT;Lewistown Municipal Airport;47,0493000000000;-109,467000000000;4170;-7;A;America/Denver
LXY;Mexia - Limestone County Airport;31,6411783000000;-96,514459400000;544;-6;A;America/Chicago
LYH;Lynchburg Regional Preston Glenn Field;37,3267000000000;-79,200400000000;938;-5;A;America/New_York
LYU;Ely Municipal;47,8244440000000;-91,830833000000;1456;-6;A;America/Chicago
LZU;Gwinnett County Airport-Briscoe Field;33,9780761000000;-83,962377200000;1061;-5;A;America/New_York
M94;Desert Aire;46,4124000000000;-119,551800000000;586;-8;A;America/Los_Angeles
MAE;Madera Municipal Airport;36,9886111000000;-120,112444400000;255;-8;A;America/Los_Angeles
MAF;Midland Intl;31,9425280000000;-102,201914000000;2871;-6;A;America/Chicago
MBL;Manistee County-Blacker Airport;44,2725000000000;-86,246944000000;621;-5;A;America/New_York
MBS;Mbs Intl;43,5329130000000;-84,079647000000;668;-5;A;America/New_York
MCC;Mc Clellan Afld;38,6676390000000;-121,400611000000;75;-8;A;America/Los_Angeles
MCD;Mackinac Island Airport;45,8649344000000;-84,637344000000;740;-5;U;America/New_York
MCE;Merced Municipal Airport;37,2847220000000;-120,513889000000;156;-8;A;America/Los_Angeles
MCF;Macdill Afb;27,8493390000000;-82,521214000000;14;-5;A;America/New_York
MCG;McGrath Airport;62,9529000000000;-155,606000000000;338;-9;A;America/Anchorage
MCI;Kansas City Intl;39,2976060000000;-94,713905000000;1026;-6;A;America/Chicago
MCK;McCook Regional Airport;40,2063890000000;-100,592222000000;2583;-6;A;America/Chicago
MCL;McKinley National Park Airport;63,7327570000000;-148,911290000000;1720;-9;A;America/Anchorage
MCN;Middle Georgia Rgnl;32,6928500000000;-83,649211000000;354;-5;A;America/New_York
MCO;Orlando Intl;28,4293940000000;-81,308994000000;96;-5;A;America/New_York
MCW;Mason City Municipal;43,2247000000000;-93,406700000000;1243;-6;A;America/Chicago
MDT;Harrisburg Intl;40,1934940000000;-76,763403000000;310;-5;A;America/New_York
MDW;Chicago Midway Intl;41,7859720000000;-87,752417000000;620;-6;A;America/Chicago
ME5;Banks Airport;44,1653889000000;-68,428166700000;100;-5;A;America/New_York
MEI;Key Field;32,3326240000000;-88,751868000000;297;-6;A;America/Chicago
MEM;Memphis Intl;35,0424170000000;-89,976667000000;341;-6;A;America/Chicago
MER;Castle;37,3804810000000;-120,568189000000;189;-8;A;America/Los_Angeles
MFD;Mansfield Lahm Regional;40,8214167000000;-82,516638900000;1297;-5;A;America/New_York
MFE;Mc Allen Miller Intl;26,1758330000000;-98,238611000000;107;-6;A;America/Chicago
MFI;Marshfield Municipal Airport;44,6368797000000;-90,189326700000;1278;-6;A;America/Chicago
MFR;Rogue Valley Intl Medford;42,3742280000000;-122,873500000000;1335;-8;A;America/Los_Angeles
MGC;Michigan City Municipal Airport;41,7033000000000;-86,821100000000;500;-6;A;America/Chicago
MGE;Dobbins Arb;33,9153820000000;-84,516319000000;1068;-5;A;America/New_York
MGJ;Orange County Airport;41,5099884000000;-74,264644400000;364;-5;A;America/New_York
MGM;Montgomery Regional Airport;32,3006389000000;-86,393972200000;221;-6;A;America/Chicago
MGR;Moultrie Municipal Airport;31,0849167000000;-83,803250000000;294;-5;A;America/New_York
MGW;Morgantown Muni Walter L Bill Hart Fld;39,6429080000000;-79,916314000000;1248;-5;A;America/New_York
MGY;Dayton-Wright Brothers Airport;39,5889722000000;-84,224861100000;957;-5;U;America/New_York
MHK;Manhattan Reigonal;39,1409720000000;-96,670833000000;1057;-6;A;America/Chicago
MHM;Minchumina Airport;63,8861110000000;-152,301944000000;678;-9;A;America/Anchorage
MHR;Sacramento Mather;38,5538970000000;-121,297592000000;96;-8;A;America/Los_Angeles
MHT;Manchester Regional Airport;42,9325560000000;-71,435667000000;266;-5;A;America/New_York
MHV;Mojave;35,0593640000000;-118,151856000000;2791;-8;A;America/Los_Angeles
MIA;Miami Intl;25,7932500000000;-80,290556000000;8;-5;A;America/New_York
MIB;Minot Afb;48,4155720000000;-101,357661000000;1668;-6;A;America/Chicago
MIC;Crystal Airport;45,0343000000000;-93,211400000000;869;-6;A;America/Chicago
MIE;Delaware County Airport;40,2424722000000;-85,395750000000;937;-5;U;America/New_York
MIV;Millville Muni;39,3678060000000;-75,072222000000;85;-5;A;America/New_York
MKC;Downtown;39,1275000000000;-94,598889000000;759;-6;A;America/Chicago
MKE;General Mitchell Intl;42,9472220000000;-87,896583000000;723;-6;A;America/Chicago
MKG;Muskegon County Airport;43,1695000000000;-86,238200000000;628;-5;A;America/New_York
MKK;Molokai;21,1528860000000;-157,096256000000;454;-10;N;Pacific/Honolulu
MKL;Mc Kellar Sipes Rgnl;35,5998890000000;-88,915611000000;434;-6;A;America/Chicago
MKO;Davis Fld;35,6564890000000;-95,366656000000;612;-6;A;America/Chicago
MLB;Melbourne Intl;28,1027530000000;-80,645258000000;33;-5;A;America/New_York
MLC;Mc Alester Rgnl;34,8824030000000;-95,783463000000;770;-6;A;America/Chicago
MLD;Malad City;42,1700000000000;-112,289000000000;4503;-7;A;America/Denver
MLI;Quad City Intl;41,4485280000000;-90,507539000000;590;-6;A;America/Chicago
MLJ;Baldwin County Airport;33,1542250000000;-83,241413900000;385;-5;A;America/New_York
MLL;Marshall Don Hunter Sr. Airport;61,8646418000000;-162,026111000000;103;-9;A;America/Anchorage
MLS;Frank Wiley Field;46,4280000000000;-105,886000000000;2630;-7;A;America/Denver
MLT;Millinocket Muni;45,6478360000000;-68,685561000000;408;-5;A;America/New_York
MLU;Monroe Rgnl;32,5108640000000;-92,037689000000;79;-6;A;America/Chicago
MLY;Manley Hot Springs Airport;64,9975000000000;-150,644167000000;270;-9;A;America/Anchorage
MMH;Mammoth Yosemite Airport;37,6240490000000;-118,837772000000;7128;-8;A;America/Los_Angeles
MMI;McMinn Co;35,3991900000000;-84,561770000000;874;-5;N;America/New_York
MMU;Morristown Municipal Airport;40,7993500000000;-74,414874700000;187;-5;A;America/New_York
MMV;Mc Minnville Muni;45,1944440000000;-123,135944000000;163;-8;A;America/Los_Angeles
MNM;Menominee Marinette Twin Co;45,1266500000000;-87,638443000000;625;-6;A;America/Chicago
MNT;Minto Airport;65,1436110000000;-149,370000000000;460;-9;A;America/Anchorage
MNZ;Manassas;38,7213890000000;-77,515556000000;192;-5;A;America/New_York
MOB;Mobile Rgnl;30,6912310000000;-88,242814000000;219;-6;A;America/Chicago
MOD;Modesto City Co Harry Sham;37,6258170000000;-120,954422000000;97;-8;A;America/Los_Angeles
MOT;Minot Intl;48,2593780000000;-101,280333000000;1716;-6;A;America/Chicago
MOU;Mountain Village Airport;62,0954000000000;-163,682000000000;337;-9;A;America/Anchorage
MPB;Miami Seaplane Base;25,7783000000000;-80,170300000000;0;-5;A;America/New_York
MPI;MariposaYosemite;37,3039000000000;-120,022200000000;2454;-8;A;America/Los_Angeles
MPV;Edward F Knapp State;44,2035030000000;-72,562328000000;1165;-5;A;America/New_York
MQB;Macomb Municipal Airport;40,5200833000000;-90,652388900000;707;-6;U;America/Chicago
MQI;Dare County Regional;35,5514000000000;-75,417300000000;13;-5;A;America/New_York
MQT;Sawyer International Airport;46,3536110000000;-87,395278000000;1221;-5;A;America/New_York
MRB;Eastern WV Regional Airport;39,2407000000000;-77,591000000000;554;-5;A;America/New_York
MRI;Merrill Fld;61,2135440000000;-149,844447000000;137;-9;A;America/Anchorage
MRK;Marco Islands;25,9950278000000;-81,672527800000;5;-5;A;America/New_York
MRN;Foothills Regional Airport;35,8202336000000;-81,611511900000;1270;-5;A;America/New_York
MRY;Monterey Peninsula;36,5870000000000;-121,842944000000;257;-8;A;America/Los_Angeles
MSL;Northwest Alabama Regional Airport;34,7453000000000;-87,610200000000;550;-6;A;America/Chicago
MSN;Dane Co Rgnl Truax Fld;43,1398580000000;-89,337514000000;887;-6;A;America/Chicago
MSO;Missoula Intl;46,9163060000000;-114,090556000000;3205;-7;A;America/Denver
MSP;Minneapolis St Paul Intl;44,8819560000000;-93,221767000000;841;-6;A;America/Chicago
MSS;Massena Intl Richards Fld;44,9358330000000;-74,845547000000;215;-5;A;America/New_York
MSY;Louis Armstrong New Orleans Intl;29,9933890000000;-90,258028000000;4;-6;A;America/Chicago
MTC;Selfridge Angb;42,6083330000000;-82,835500000000;580;-5;A;America/New_York
MTH;Florida Keys Marathon Airport;24,7261110000000;-81,051389000000;7;-5;A;America/New_York
MTJ;Montrose Regional Airport;38,5097940000000;-107,894242000000;5759;-7;A;America/Denver
MTM;Metlakatla Seaplane Base;55,1311110000000;-131,578056000000;0;-9;A;America/Anchorage
MTN;Martin State;39,3256667000000;-76,413777800000;22;-5;A;America/New_York
MUE;Waimea Kohala;20,0013280000000;-155,668108000000;2671;-10;A;Pacific/Honolulu
MUI;Muir Aaf;40,4348110000000;-76,569411000000;489;-5;A;America/New_York
MUO;Mountain Home Afb;43,0436030000000;-115,872431000000;2996;-7;A;America/Denver
